"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"CDC123"	2.52823541550655	2.69276611030028	8.07840110937014	2.73411518209142e-15	2.03795796218491e-13	24.090809936507
"TRAF3IP1"	-1.74069732316405	0.448495850020661	-8.07527852872347	2.79908512894481e-15	2.0770711166661e-13	24.0679404934113
"C16orf87"	1.41068714235962	0.565777933082645	8.06961084371002	2.92092474112064e-15	2.15784937986254e-13	24.0264497983455
"NUF2"	0.855322626304116	3.21646376814463	8.05900274153862	3.16319726824366e-15	2.32648960144894e-13	23.9488576649057
"C1orf135"	1.55250928902695	3.40449814712121	8.05070221638357	3.36650100416943e-15	2.46510923750239e-13	23.8882034614895
"TUBB"	1.52074863953737	2.26736966140083	8.04916479943238	3.40554729488413e-15	2.48276347085807e-13	23.8769748569751
"ZNF763"	-1.32402321205066	-1.16531735722176	-8.04736785448601	3.45175150196699e-15	2.50545910330547e-13	23.8638530431386
"FAM161B"	-1.16236117531634	-0.793689472695592	-8.04131265135691	3.61204709357219e-15	2.61041072997204e-13	23.8196541836655
"FAM64A"	0.804302728431933	2.26839402545179	8.03533113010465	3.77759705500569e-15	2.71823455620366e-13	23.7760204050684
"PLCH1"	1.11594153739234	-0.150098558906336	8.03407111554162	3.81341333208151e-15	2.73217915542495e-13	23.7668323526142
"PSMD12"	1.96559097669122	2.6297832558719	8.03012939772638	3.92763505327872e-15	2.80193776204287e-13	23.7380970296166
"ARHGAP11A"	1.22681056751798	3.08804192233333	8.02687786376671	4.02439206498271e-15	2.85869422667276e-13	23.7144020418516
"MARS"	1.30987930291743	2.33361096920661	8.0248979101684	4.084458204008e-15	2.8890155007243e-13	23.6999773991181
"ENY2"	2.10159682797574	2.90346343750689	8.01965921090447	4.24768448117005e-15	2.99173777313595e-13	23.661826004919
"TMEM65"	1.40264408126065	0.668896580136364	8.01205077110303	4.49626697898314e-15	3.15345779428935e-13	23.6064537737296
"TIMM8A"	1.67169010385201	1.16363367596006	8.00782897654207	4.64033608946835e-15	3.24082632265306e-13	23.5757475998923
"CMAS"	1.724041425791	1.16322063983058	8.00716671404821	4.66334531665916e-15	3.24326886416354e-13	23.5709320251571
"RHBDL1"	-1.93446000327774	2.47381577711432	-8.0057301346519	4.71364448497024e-15	3.26459160954898e-13	23.5604872273057
"RACGAP1P"	1.10306544522814	1.58401241143802	7.99597672921668	5.06958132309244e-15	3.4965386204333e-13	23.4896155101532
"UBXN10"	-1.20989653620709	0.016278122231405	-7.98869051613187	5.35266064038095e-15	3.67652583324017e-13	23.4367184253101
"LRRC50"	-0.972839948656565	0.391028634344353	-7.98643013570623	5.44360733213636e-15	3.72360662859138e-13	23.4203165141902
"SGOL2"	1.15317686504621	2.43791942429339	7.982962435518	5.58610158594776e-15	3.79100059804913e-13	23.3951615215892
"FAM72A"	1.20994545803058	2.95740091661983	7.98292292798586	5.58774603851545e-15	3.79100059804913e-13	23.3948749832325
"WDR19"	-1.54692720860672	-1.9159852558719	-7.98149417356098	5.6475381549163e-15	3.81599102483816e-13	23.3845133780105
"TMEM232"	-1.78089836038233	-1.47496099084573	-7.97305152498504	6.01395791604275e-15	4.04712584941144e-13	23.3233173232724
"SUGT1L1"	-1.05266790144052	-1.23662456927548	-7.96758886813375	6.26343610564547e-15	4.19801753822738e-13	23.2837504484888
"CIAPIN1"	2.08063585074416	1.19730448765978	7.95757285936759	6.74766258929268e-15	4.50440351643465e-13	23.2112619124177
"STIP1"	1.42743528345558	2.66369797954545	7.95511825177155	6.87185545228012e-15	4.568959253112e-13	23.1935089092893
"RPN1"	1.42824575553567	2.38212555897383	7.94587631607523	7.36001359661985e-15	4.87402972123566e-13	23.1267075642279
"PTPRT"	-1.68488388616263	-0.50984072865978	-7.94309036015928	7.5137652451025e-15	4.95273484574255e-13	23.1065832459502
"NUSAP1"	0.740964329690678	2.82319813791736	7.9426482396956	7.53845455404202e-15	4.95273484574255e-13	23.103390137925
"SEC61G"	1.37641656986317	2.16416313340771	7.93204172057448	8.15533357262448e-15	5.33692734819544e-13	23.0268317781706
"PPIL1"	1.01678466572534	1.52424627313636	7.92405374467542	8.65253576712216e-15	5.64009605965116e-13	22.9692308131623
"MEF2D"	-1.41861877701748	0.113399198902204	-7.92216031446038	8.77470491730672e-15	5.69738848185439e-13	22.9555845018261
"DIAPH3"	1.04355072329531	2.46022866965014	7.91540846427811	9.22436137271209e-15	5.96604415319924e-13	22.9069449056399
"RAD54B"	1.21956318975002	2.49981769525207	7.91292090475748	9.3956919662196e-15	6.05330201017451e-13	22.8890335679693
"NUTF2"	1.66702466522	1.31199667888567	7.90470174910858	9.98440515461857e-15	6.40775221930772e-13	22.8298862397063
"CKAP2L"	0.818929514194355	2.95446552508264	7.90163701947777	1.02131093800759e-14	6.52931938906236e-13	22.8078448000493
"CELSR1"	-0.727990609035478	0.984692976504132	-7.90036701191009	1.03093900971377e-14	6.55576074445176e-13	22.7987130482666
"KPNA4"	0.760760453855942	0.274552938852617	7.90005279175779	1.03333492663119e-14	6.55576074445176e-13	22.7964538972291
"ANKRD30A"	-1.4035096209974	-0.365526646709366	-7.89929377459316	1.03914507790108e-14	6.56755493721357e-13	22.790997096923
"CTPS"	1.32306908651907	2.18696669543939	7.89684594949316	1.05810311751444e-14	6.66204167398672e-13	22.7734019529642
"DDX39"	1.4867831818785	3.15857655844353	7.89410687410672	1.07972136283861e-14	6.77250131815224e-13	22.7537187098876
"NCAPG2"	1.79196224082887	2.96838639409504	7.88924725381815	1.1191530757796e-14	6.99344452090545e-13	22.7188111534861
"CHRNA5"	1.6887538451603	0.428542404213499	7.88133198176516	1.18643972135822e-14	7.38614271476269e-13	22.6619929430551
"MCM2"	0.895212697617971	2.17789842583884	7.86840126397078	1.30504082881313e-14	8.09417487184027e-13	22.5692754683973
"CDC6"	1.08981062309479	2.72857829336226	7.86321105085998	1.35586764114856e-14	8.37815313426442e-13	22.5320959430729
"FBXO36"	-1.81826241918416	-0.0849892700192837	-7.85859090079324	1.40275072658625e-14	8.63574910270989e-13	22.4990173596977
"PRR11"	1.09948251134806	2.07865900697934	7.85545636705197	1.43546483943652e-14	8.80453747642578e-13	22.4765845566191
"CDK16"	1.34164184543789	1.7589045387438	7.84711796417352	1.52619683234548e-14	9.32663373060539e-13	22.4169460720344
"C10orf93"	-1.60504403668091	-0.00574338664876034	-7.84290976995958	1.5741107429348e-14	9.56232892311972e-13	22.3868681818741
"THOC4"	1.17619691708735	1.80552432018733	7.84272300202195	1.57627128199663e-14	9.56232892311972e-13	22.3855335806711
"C5orf36"	-1.44169922322384	-0.364202984227273	-7.84105800279427	1.59566171717599e-14	9.64475965923609e-13	22.3736370572194
"NEK11"	-1.63907671354705	-0.066280483369146	-7.82136676032738	1.84360855699176e-14	1.11030657370714e-12	22.2331032389286
"GSG2"	1.022715044095	2.10828341400826	7.8205769240399	1.85430904799405e-14	1.11271931392625e-12	22.227472490017
"HSPD1"	1.5337103593304	1.6489132297562	7.81787517886106	1.89137653773837e-14	1.13087988526213e-12	22.208215350725
"PBK"	0.722981705160092	2.54726969692149	7.81737250467881	1.89835329330184e-14	1.13098309825316e-12	22.2046330753044
"CABLES2"	1.21211001965962	2.24434016162672	7.80434448834124	2.08829033435494e-14	1.23969864063028e-12	22.1118574748382
"A2ML1"	1.93322756133203	0.0829403256735537	7.80283862304713	2.11141760440578e-14	1.24896738151007e-12	22.1011422614119
"SLC25A19"	1.44976195665545	2.14038469868595	7.77897781514822	2.51342335550983e-14	1.48149372394626e-12	21.9315898620479
"DOCK1"	-1.49657509030312	-2.24093706007714	-7.7746300857605	2.59440156966944e-14	1.52382130357051e-12	21.9007425553438
"SLC25A5"	1.28559708051105	1.31136492153994	7.76697203294709	2.74333608286798e-14	1.60562437920534e-12	21.8464437900141
"CASC1"	-1.11540318654841	-0.0126711824807163	-7.76096488160455	2.86603313668241e-14	1.67155097536614e-12	21.8038822301144
"IDI1"	0.667755011285727	0.312165376426997	7.74855035569991	3.1369931672117e-14	1.82318532955919e-12	21.7160116392737
"PARP3"	-2.16770525354378	-2.53063076994077	-7.74236361324037	3.28129865989819e-14	1.90040927961072e-12	21.6722659796405
"TACC3"	0.963055487380696	2.92320102028512	7.74072605755755	3.32057705062725e-14	1.91648026859466e-12	21.6606919786078
"C8orf76"	2.02789323866391	2.97302439579614	7.7372454147098	3.40560923522991e-14	1.95875559543223e-12	21.6360981867779
"C9orf100"	1.52132565249445	2.86648007923416	7.73209516829708	3.53538065825544e-14	2.02638266556972e-12	21.5997243442446
"CDK2AP1"	1.92789337664973	0.990410705621212	7.72958024077936	3.6005083852042e-14	2.05662028793348e-12	21.5819700019779
"PCNA"	1.3711674264293	3.24413461536639	7.71913953401507	3.88376428291517e-14	2.21081951748685e-12	21.508315210103
"FOXP1"	-1.81506676866494	-0.880310453889807	-7.71742351451728	3.93237549970213e-14	2.23085138416549e-12	21.4962174762998
"CX3CR1"	-1.19600766512534	-1.55643423613636	-7.70943375720504	4.1667190968031e-14	2.35575526622657e-12	21.4399206150915
"ANKRD24"	-1.30762027572093	-0.498912804088154	-7.6972939581831	4.54936245119356e-14	2.56337297165218e-12	21.3544765410424
"FAM136A"	1.47549175107939	1.61418796516667	7.68639778652307	4.92216479412698e-14	2.76406159486414e-12	21.2778826899683
"NUDT5"	1.49140448899168	2.24116870017631	7.68314559868816	5.03915641602111e-14	2.82023090730986e-12	21.2550394890875
"TDG"	1.17817100466579	1.33449300372727	7.68023991921109	5.14599770642865e-14	2.87036153947171e-12	21.2346370765859
"KIF15"	0.924829679734172	2.74010322622452	7.67522271085261	5.33575789545792e-14	2.96625310161544e-12	21.1994238327993
"GTF2IRD2P1"	-1.5766569757636	-2.27306916639256	-7.67086414935742	5.50619102608236e-14	3.05079690785136e-12	21.1688491359609
"ACTL6A"	1.22825067676539	2.76244419453857	7.65714380095941	6.07847985575761e-14	3.35669409177418e-12	21.0726990033495
"LOC284440"	-1.83282988115909	-2.52379499796556	-7.65483932785465	6.18018735792605e-14	3.40155875044526e-12	21.0565639291533
"SHMT2"	1.03565209121925	1.68846603057851	7.65083198096779	6.36105833062168e-14	3.48955483734632e-12	21.0285157745568
"CEBPG"	1.26286953977398	0.122642129086777	7.63630185132214	7.06168388969064e-14	3.86116150047493e-12	20.9269213163327
"ZFP2"	-2.07516457396092	-2.93849756142837	-7.63196701883018	7.28505187798389e-14	3.97023384642125e-12	20.8966439957241
"SLC25A13"	1.42161058440483	0.719622433965565	7.62655035552032	7.57396706959245e-14	4.11419871342371e-12	20.8588309858616
"CKS2"	0.858990732541451	2.91363285210331	7.62456027923801	7.68292495327679e-14	4.15979083300869e-12	20.8449442567076
"NHLRC4"	-1.64972293430517	-0.21709279569146	-7.62350441515953	7.74135955372914e-14	4.1778207305872e-12	20.8375776999032
"CCT8"	1.54826814652409	2.06849989952342	7.61963777573009	7.95911179637768e-14	4.28143547829741e-12	20.8106083157057
"GMNN"	1.07514070833436	-0.0522638274600551	7.61862141194145	8.01734325720702e-14	4.2988477297192e-12	20.8035212203622
"DHCR7"	1.17788247921078	1.35939761600826	7.61065422898196	8.48858821315786e-14	4.53689110222218e-12	20.7479939704664
"XPC"	-1.15058930837758	-1.41193408129752	-7.58115428248694	1.04832268093199e-13	5.58500628283703e-12	20.5428245314435
"CCDC59"	1.21030939678447	-0.322821518973829	7.57026909862546	1.13303307104132e-13	6.01702099260344e-12	20.4672903924819
"PHF15"	-1.72140933318528	-1.19459715007989	-7.56846143547715	1.14773882256808e-13	6.07570532125053e-12	20.4547556608099
"CENPF"	0.812867290687203	3.02356588614601	7.56628395873634	1.16570283268577e-13	6.15121031266756e-12	20.439659946658
"PRDX4"	1.3877485022295	1.59123615669697	7.56367962693609	1.18755225821547e-13	6.24667520128404e-12	20.4216098497108
"ZFYVE28"	-1.56869863607752	-1.14542794017906	-7.55107277343081	1.29915307388672e-13	6.81215217480918e-12	20.3343091593449
"SEPHS1"	2.34825422833705	1.47654254409229	7.54930617475396	1.31559491902802e-13	6.84656965057747e-12	20.322085627634
"FIGNL1"	0.980072545092671	0.724820606632231	7.54882051685967	1.32015076260957e-13	6.84656965057747e-12	20.3187256682389
"C17orf53"	0.996587276890814	0.931978308380165	7.54861660088554	1.32206827846326e-13	6.84656965057747e-12	20.3173149576898
"NCRNA00110"	-0.675592208642804	-1.16138248692562	-7.54860336977659	1.32219279138213e-13	6.84656965057747e-12	20.3172234247132
"MAGOHB"	1.58774892439915	2.27195368217493	7.54617559395163	1.34523620133718e-13	6.94425967038095e-12	20.3004303565791
"CPEB2"	-1.44173819502544	-0.174979970838843	-7.5453289325543	1.35336498913027e-13	6.9645922134128e-12	20.2945750330948
"NME5"	-1.99329724859713	-0.573493040819559	-7.54447076730551	1.36165357937045e-13	6.98561907293074e-12	20.2886407231795
"KBTBD3"	-1.55867484245202	-2.00695884352204	-7.52635115210695	1.5488079370712e-13	7.92131862461463e-12	20.1634759518361
"TADA2B"	-1.65801954738191	-0.24625188907438	-7.52346629470943	1.58085567392326e-13	8.06042423679523e-12	20.1435719349888
"CCDC99"	1.13682379940287	1.83399124899587	7.51247417320589	1.70906137022563e-13	8.68746730761177e-12	20.0677917029153
"GINS3"	1.36570048891126	0.995159640165289	7.5039135971641	1.81594860820252e-13	9.2026517577873e-12	20.008840199763
"NKRF"	1.04928290716018	0.667340113461433	7.49845776609218	1.8874759622258e-13	9.5360563659931e-12	19.9712991505137
"CA12"	-1.32151421174972	0.765809993581267	-7.49617828152912	1.91817562183521e-13	9.66179248064995e-12	19.9556211456835
"SPEF1"	-1.10993927140519	1.39420586498898	-7.48819905413945	2.02956047987941e-13	1.01860956315095e-11	19.9007731209582
"RPP40"	1.45292102381033	1.16191144006887	7.48777518420901	2.03565230425863e-13	1.01860956315095e-11	19.8978608984397
"C5orf34"	0.84948655729601	1.17921229125482	7.48742831628165	2.0406508514575e-13	1.01860956315095e-11	19.8954778274081
"EIF3B"	1.30972353055857	0.881378059951791	7.4836388630176	2.0960520900075e-13	1.0406599810304e-11	19.8694494651316
"WDR53"	1.49196727492121	1.24410707874656	7.48336665436526	2.10008825822667e-13	1.0406599810304e-11	19.8675801975379
"LAMB2"	-1.44836574979941	-1.79186802217493	-7.48312968188018	2.10360819171108e-13	1.0406599810304e-11	19.8659529454289
"ACADSB"	-1.52856524768388	-0.634824235282369	-7.48256430293164	2.11202967237301e-13	1.04172573335858e-11	19.8620707566606
"CASC2"	-1.69017237232586	-0.216208301506887	-7.47669321320457	2.20146684839861e-13	1.082626685032e-11	19.8217715962712
"SLC35A2"	0.996873721177693	3.11179295749449	7.46818931321473	2.33765769228135e-13	1.14621080121241e-11	19.7634487974944
"KIAA0040"	-2.22285499273856	1.09485936159917	-7.45440491950115	2.57623285263285e-13	1.25920907792772e-11	19.6690311119589
"SCUBE2"	-2.0183708326321	-0.550111343282369	-7.4540179625445	2.58326492343491e-13	1.25920907792772e-11	19.6663827629016
"CRY2"	-0.97109339588416	-2.50397082290909	-7.45229386289742	2.61482686130623e-13	1.27086702013544e-11	19.6545843854586
"PLK4"	1.10165801737819	2.60214014628512	7.44566604601772	2.73973112316243e-13	1.32755893216789e-11	19.6092505932343
"TMPO"	1.01307579884835	1.19281516046006	7.4449018726202	2.75450458495913e-13	1.32755893216789e-11	19.6040259225469
"PHF7"	-1.71672970958612	-1.73283039411157	-7.44485405913485	2.75543154613116e-13	1.32755893216789e-11	19.6036990359375
"MCC"	-2.1639572855416	-2.8542798227865	-7.4441080763195	2.76993375981838e-13	1.33068898715899e-11	19.5985992056436
"HCCS"	1.46393303917128	1.03778738598072	7.44298557588525	2.79189731116685e-13	1.33737513274396e-11	19.5909261783157
"WDR93"	-1.60179835840886	-0.339658560329201	-7.44172290687239	2.81680838305683e-13	1.34542784864624e-11	19.5822961909864
"UHRF1"	0.579413875964885	2.47851555848072	7.44131529964821	2.82489663805521e-13	1.34542784864624e-11	19.5795105780534
"HMGCL"	-1.45565207922998	-0.207443197534435	-7.43953866832333	2.86041856376113e-13	1.3584536390525e-11	19.5673704960123
"ASF1B"	0.714001972850709	2.8575783011281	7.43791738165099	2.89321797020674e-13	1.37011592879705e-11	19.5562940821583
"KLHDC1"	-1.53906614524889	-2.80679309589669	-7.4365500559824	2.92116713727623e-13	1.37942159533538e-11	19.546954303273
"NIP7"	1.29336688381336	-0.0445882749614325	7.43583242986213	2.93594211576869e-13	1.38067104566101e-11	19.5420530096861
"KCND3"	-1.48240840860902	-1.10606025804545	-7.43561536620649	2.94042564170376e-13	1.38067104566101e-11	19.5405705728048
"TRIM8"	-0.989002681840789	-0.647915474137741	-7.42610053488979	3.14372131071529e-13	1.47197001765379e-11	19.4756254382122
"HEMK1"	-1.25605588594798	-0.341934557878788	-7.42492588037865	3.16975931257433e-13	1.47587894558685e-11	19.4676125713905
"FANCI"	0.978826400135804	2.86814640432645	7.42478574582231	3.17287974352023e-13	1.47587894558685e-11	19.4666567206859
"E2F3"	1.45484438870835	1.85686146487052	7.42452441802041	3.17870690963838e-13	1.47587894558685e-11	19.4648742582971
"TMEM189"	1.32085222280141	0.995156154893939	7.42046071830914	3.2706875289076e-13	1.51435565753488e-11	19.4371635301652
"DSN1"	1.78690444528915	3.37018189126584	7.4185997478879	3.3136797060318e-13	1.52999955760168e-11	19.4244777493364
"CLCN5"	1.26661067428149	0.365679240833333	7.41775209350811	3.33344612802781e-13	1.53486264653957e-11	19.4187004006099
"FAM111B"	0.660660759838097	2.06303539970661	7.41647809497458	3.3633729049013e-13	1.5443642106428e-11	19.4100182871848
"PGR"	-1.67307357424456	-0.809663322001377	-7.41478060686609	3.40365882830607e-13	1.55855694336373e-11	19.3984521409707
"DUSP4"	-1.33986860020742	-0.215334933585399	-7.41412514982751	3.41934133369577e-13	1.56143658375525e-11	19.3939866718295
"HN1"	1.12900032258997	2.96050214943802	7.41348716356268	3.43467411692516e-13	1.56414118278164e-11	19.3896405518689
"FAM63A"	-2.4447309830594	1.22655374767493	-7.41242329852402	3.46039270639609e-13	1.57154774769715e-11	19.3823939537729
"EPCAM"	0.261500006828357	0.822815591363636	7.41084523051229	3.49889140736678e-13	1.58429761815854e-11	19.3716464652503
"PDCD5"	2.05383380505765	1.68260985283471	7.41049350873016	3.50752931947024e-13	1.58429761815854e-11	19.3692513189119
"FYCO1"	-1.05253582507537	-1.48639944897245	-7.40498403548634	3.64560725377073e-13	1.64220281225412e-11	19.3317457679253
"SRPK1"	1.25992225663267	1.91599687489669	7.40412933943628	3.66750149664375e-13	1.64760026695169e-11	19.3259295973899
"TBC1D9"	-1.89673532834976	0.479382491933884	-7.39665821357088	3.86447680866544e-13	1.73141060683658e-11	19.2751134220696
"CCDC150"	1.34377262279981	1.54369531817769	7.39586240162654	3.88606202810646e-13	1.7364011567523e-11	19.269703161217
"CDC25C"	0.726759635637357	2.98807939440358	7.39244212060385	3.98019069224633e-13	1.77369248489326e-11	19.2464563540464
"EIF2C2"	1.06382966125058	0.736532309020661	7.38623148242175	4.15688203370823e-13	1.84747842685289e-11	19.2042677708649
"CKS1B"	1.604371998778	1.93243210108127	7.38378451815165	4.22859764659949e-13	1.87434000218071e-11	19.1876540121636
"TIMELESS"	1.31779655468152	3.46353795869421	7.3807323618834	4.31975841505334e-13	1.90965490359087e-11	19.1669379027162
"?|90288"	-1.67571148461086	0.438061600541322	-7.37969691393729	4.35112196622067e-13	1.918417753913e-11	19.1599116064486
"RFWD3"	1.07792482358307	1.03645426480716	7.37639243688351	4.45272010954241e-13	1.95801887991571e-11	19.1374938954047
"SNRPD1"	1.35288347550906	2.2552980605	7.37501743482556	4.49567984253193e-13	1.97169367658485e-11	19.1281683639883
"GTF2IRD2B"	-1.19967736945035	-1.65253658010744	-7.37027941760783	4.64685873829025e-13	2.03005458184164e-11	19.0960456466204
"MRPL47"	1.50146007121181	2.93850343077273	7.37008477047738	4.65317528385071e-13	2.03005458184164e-11	19.0947263609554
"MRPS17"	1.52347223220222	1.81194321873691	7.36457845829284	4.83540400491663e-13	2.1040336484221e-11	19.0574178986039
"RAPGEF3"	-1.20080248639543	-3.14298356898623	-7.3621575957099	4.91772654447727e-13	2.13426764026896e-11	19.0410227306167
"PER2"	-0.665033608874149	-1.50609317491047	-7.36134627465893	4.94562319491299e-13	2.14078512358968e-11	19.0355291365091
"EVL"	-1.47962129924263	1.41257189713085	-7.35737728881217	5.0843534376196e-13	2.19512007376917e-11	19.0086619501695
"ZWINT"	0.805695592878927	2.88999438411846	7.35473464096972	5.17883943400996e-13	2.23012096041745e-11	18.9907800265206
"SQLE"	0.831051203421075	2.30743422283058	7.34551858389321	5.52206920654789e-13	2.37177866540669e-11	18.9284612293775
"RFC2"	1.47712850181923	2.99753152315427	7.34448536421373	5.56191699616229e-13	2.38273670902602e-11	18.9214788063134
"NPAS1"	-0.864635813774914	0.624261655267218	-7.34311551845181	5.61518374624111e-13	2.39937234524472e-11	18.9122227909808
"STMN1"	1.48103959507582	2.92828469414463	7.33810151370099	5.81446944961682e-13	2.47815669721874e-11	18.8783559437138
"FAM47E"	-2.22923641389692	-2.6380395118168	-7.33073074434825	6.12011933088179e-13	2.60175507718458e-11	18.8286065726675
"C2orf73"	-1.24258856163863	-0.614510079738292	-7.32931075123936	6.18079344116573e-13	2.62084562701676e-11	18.8190272006478
"CCNE2"	1.04127743728098	3.30498424881543	7.32396272605037	6.41466356189787e-13	2.71309256299914e-11	18.7829633841856
"MRPL15"	1.56365225825155	1.84056067432231	7.31840472511854	6.66693912800502e-13	2.81263609608374e-11	18.7455076276643
"MGC72080"	1.2678757822501	0.886808499097796	7.31716594133831	6.72448338518976e-13	2.82973070452213e-11	18.7371627128705
"GPR77"	-1.32719999728966	0.805573574444904	-7.31096018858086	7.02019014477711e-13	2.9437316253432e-11	18.6953767289033
"CCDC96"	-1.17569844331258	0.882749843838843	-7.31074210474654	7.03081130586721e-13	2.9437316253432e-11	18.6939088325328
"PPIL5"	1.18133131135952	1.68379663090909	7.3049172534904	7.32041728324056e-13	3.05728583120665e-11	18.6547164049894
"WDR62"	0.675004751487855	2.53021982579063	7.30298001458437	7.41931072909492e-13	3.08858303835923e-11	18.6416876830659
"RBM43"	-1.06190151404074	-1.13471713898209	-7.3027232113656	7.43251844148534e-13	3.08858303835923e-11	18.6399608000937
"PAK1IP1"	1.36326660966921	0.290985672504132	7.29968096757145	7.59075562281893e-13	3.14647231826674e-11	18.6195070969223
"C3orf18"	-1.99047543819345	-1.7247277991832	-7.29833408718599	7.66186520653389e-13	3.15895882219231e-11	18.6104540557632
"HMMR"	0.642157926601124	2.60653373971901	7.29820796598631	7.66855732537102e-13	3.15895882219231e-11	18.6096064072493
"DHTKD1"	1.25780151963083	2.15721522113499	7.29803220562577	7.67789293806819e-13	3.15895882219231e-11	18.6084251597332
"RBM17"	2.47749415621931	0.321522731101928	7.29493305287494	7.84435457526388e-13	3.21947806790213e-11	18.5876004481999
"POLR2D"	1.38799904787052	1.49583570725482	7.29375712522518	7.90844063517861e-13	3.23778572014628e-11	18.5797008140926
"TOP2A"	0.659647887522729	2.50934048559642	7.29261978650677	7.97091344776846e-13	3.25534455353335e-11	18.5720614562331
"NUDCD1"	1.64256611206987	1.40488414045455	7.29057549203017	8.08442703126083e-13	3.29361142435337e-11	18.5583327742414
"HBP1"	-1.18014826917954	-2.0395441018595	-7.28927948054135	8.1572126241404e-13	3.31513907673501e-11	18.5496309861077
"AADAT"	1.88341604663545	-1.3153403847259	7.28713784429948	8.27890453027268e-13	3.35638905127299e-11	18.5352543559984
"GIPR"	-1.20510801718682	-0.403134224484848	-7.28233383112754	8.55840990483732e-13	3.46126251674467e-11	18.5030186514875
"LOC284276"	-1.58671766837344	-1.55186249261846	-7.27598174451936	8.94227528410513e-13	3.60773057699989e-11	18.4604232625663
"ANKMY1"	-1.33439143963808	0.0642865782038567	-7.27395584774698	9.06822751093762e-13	3.64968711106066e-11	18.446844883516
"XPA"	-1.34437167156634	-1.95268050187466	-7.270792496747	9.26839369485526e-13	3.7197249074803e-11	18.4256493478153
"PSMB2"	2.11774483496628	2.23685777694215	7.27050180538308	9.28700419085746e-13	3.7197249074803e-11	18.423702014991
"GPSM2"	1.22074408975447	2.12211217976309	7.27012909216046	9.31091962556317e-13	3.72033908692575e-11	18.4212053184152
"BRIX1"	1.21630675822376	1.5532425616157	7.26310749384915	9.77295324875808e-13	3.89558822304213e-11	18.3741903236968
"CDK4"	1.38890361693056	1.69276404699862	7.25739297251006	1.01655588256183e-12	4.04239040190019e-11	18.3359561444021
"IFRD1"	1.58777821105015	-1.69844793416667	7.25661183740491	1.02204162381925e-12	4.05450498117506e-11	18.3307318169608
"XRCC2"	0.827208672293048	1.81919142734298	7.25279436876466	1.04927245537072e-12	4.15262065551715e-11	18.305207099812
"MCM6"	1.74041150749663	2.90909543102204	7.25131099823805	1.06004505675137e-12	4.1852895328554e-11	18.2952919760746
"ZC3H6"	-1.08247495606179	-1.70327782557163	-7.2385933465743	1.15697993851655e-12	4.55718496161661e-11	18.2103566934563
"ADAMTSL5"	-1.44377919683356	0.154470943747934	-7.23557681137107	1.18122160755444e-12	4.64167034533567e-11	18.1902295486211
"E2F2"	0.779376397000089	2.06037674827686	7.22478477569911	1.27210909304095e-12	4.98702767559592e-11	18.1182814917615
"SLC27A1"	-1.3556876679788	-2.73040617252479	-7.21615884877349	1.34966831320611e-12	5.27863216520282e-11	18.0608411241659
"NEK5"	-1.08675065514978	0.82556210534573	-7.20965295638113	1.41122347645642e-12	5.50642174311237e-11	18.0175573873211
"CHEK2"	0.873664886102018	1.21823212468182	7.19711187798821	1.53776845139064e-12	5.98613283349302e-11	17.9342167950262
"TPRG1"	-2.42369276914255	-0.332434746075758	-7.19588776361556	1.55070209743447e-12	6.02237622980276e-11	17.9260887777537
"STK32B"	-2.28581841537834	-1.18487493489807	-7.19435188595438	1.56708109538113e-12	6.07179999240681e-11	17.9158923701138
"MCM3"	1.63579739517055	2.52269968048623	7.19136783936184	1.59939143924186e-12	6.17455933336194e-11	17.8960872205935
"CLSPN"	0.860487976408643	2.65819556869697	7.19121792691165	1.60103180885513e-12	6.17455933336194e-11	17.8950924375898
"PSMD2"	1.05738842830518	1.68558022886777	7.19052251492796	1.60866279154912e-12	6.1896279910022e-11	17.8904780854203
"LOC100129534"	-1.04633009752058	-0.435509898984848	-7.1882393018037	1.63396951536861e-12	6.27248066615634e-11	17.8753307174296
"FBXO5"	1.32922987957024	1.55406025047521	7.18712678626514	1.64644184462411e-12	6.30579639201427e-11	17.8679515384773
"PSMD14"	1.15541903309908	2.58805002463361	7.18522219712051	1.66801166586717e-12	6.37372181840093e-11	17.8553209272207
"VRK1"	1.52645503568445	1.32026934535675	7.18262901216669	1.69782714634937e-12	6.47277129050898e-11	17.8381284322107
"BBS5"	-1.7238309933911	-0.846726229336088	-7.18096097519825	1.71728185545155e-12	6.53195858153675e-11	17.8270723927517
"CSE1L"	1.74657685311148	2.92790537628237	7.17986232537942	1.73021519712537e-12	6.5661271704607e-11	17.8197915646663
"C14orf174"	-0.969328821231014	0.836515214859504	-7.16759426623714	1.88130147318141e-12	7.12285046116647e-11	17.7385558152912
"SENP5"	1.40931558534123	0.509690400034435	7.16726847406446	1.88548562321817e-12	7.12285046116647e-11	17.7364001480778
"CDT1"	0.617694294779602	1.71654468781405	7.1657432049019	1.90519663815366e-12	7.18099286153971e-11	17.7263090370707
"PPM1G"	1.04213716712255	1.83015860734573	7.15821103105134	2.00554365845239e-12	7.54211463592659e-11	17.6765037995032
"LYPD6"	-0.938667880239664	-0.561636204601928	-7.1507146675055	2.11056663801347e-12	7.91915093838824e-11	17.6269804154172
"C5orf53"	-1.03966537272643	-2.24678965965427	-7.1501376311679	2.11887130335482e-12	7.93240513611798e-11	17.6231701921622
